City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Ossora,RU,2022-02-09 18:47:57,59.2353,163.0719,-11.63,100,47,2.68
279,Shenkursk,RU,2022-02-09 18:47:58,62.1091,42.896,21.36,97,98,4.32
280,Guerrero Negro,MX,2022-02-09 18:46:15,27.9769,-114.0611,70.61,26,98,5.06
281,Petropavlovsk-Kamchatskiy,RU,2022-02-09 18:47:58,53.0452,158.6483,19.99,100,75,4.47
282,Broken Hill,AU,2022-02-09 18:47:58,-31.95,141.4333,69.51,52,15,17.27
283,Brae,GB,2022-02-09 18:47:59,60.3964,-1.353,39.11,66,88,32.37
284,Krasnoselkup,RU,2022-02-09 18:47:59,65.7,82.4667,-11.74,87,51,10.6
285,Coahuayana,MX,2022-02-09 18:48:00,18.7333,-103.6833,85.89,34,0,7.76
286,Mercedes,AR,2022-02-09 18:48:00,-34.6515,-59.4307,84.85,22,0,5.66
287,Portland,US,2022-02-09 18:45:59,45.5234,-122.6762,54.45,83,75,1.01
288,Omsukchan,RU,2022-02-09 18:48:01,62.5333,155.8,-22.59,71,70,3.24
289,Tadine,NC,2022-02-09 18:48:01,-21.55,167.8833,80.38,90,100,23.35
290,Souillac,MU,2022-02-09 18:48:02,-20.5167,57.5167,77.38,83,40,4.61
291,Mount Pleasant,US,2022-02-09 18:43:05,32.7941,-79.8626,60.1,43,0,5.75
292,Luce,FR,2022-02-09 18:48:02,48.4369,1.4636,47.01,78,47,1.99
293,Slave Lake,CA,2022-02-09 18:47:17,55.2834,-114.769,35.58,80,0,2.3
294,Maniitsoq,GL,2022-02-09 18:45:48,65.4167,-52.9,20.16,95,100,14.65
295,Praia Da Vitoria,PT,2022-02-09 18:48:03,38.7333,-27.0667,60.76,82,40,13.78
296,Laureles,US,2022-02-09 18:48:04,26.1092,-97.4941,70.05,46,0,3.44
297,Tilichiki,RU,2022-02-09 18:48:04,60.4667,166.1,-19.05,84,19,7.4
298,Talnakh,RU,2022-02-09 18:48:05,69.4865,88.3972,-3.8,96,99,10.58
299,Coihaique,CL,2022-02-09 18:44:56,-45.5752,-72.0662,66.81,42,40,8.05
300,Atbasar,KZ,2022-02-09 18:48:05,51.8,68.3333,-4.88,100,67,5.99
301,Arkhangelsk,RU,2022-02-09 18:48:06,64.5401,40.5433,23.11,92,100,6.71
302,Jutai,BR,2022-02-09 18:48:06,-5.1833,-68.9,72.73,98,100,2.08
303,Champerico,GT,2022-02-09 18:48:06,14.3,-91.9167,91.94,61,48,11.16
304,Bubaque,GW,2022-02-09 18:48:07,11.2833,-15.8333,78.51,71,11,14.14
305,Dingle,PH,2022-02-09 18:48:07,10.9995,122.6711,73.18,89,100,8.05
306,Chumikan,RU,2022-02-09 18:48:08,54.7183,135.315,1.44,94,100,8.68
307,Pangai,TO,2022-02-09 18:48:08,-19.8,-174.35,78.91,83,75,11.5
308,Catio,GW,2022-02-09 18:48:09,11.2833,-15.25,78.91,62,0,8.3
309,Bethel,US,2022-02-09 18:46:17,41.3712,-73.414,46.29,51,0,8.05
310,Alice Springs,AU,2022-02-09 18:48:09,-23.7,133.8833,72.95,68,20,5.75
311,Shimoda,JP,2022-02-09 18:48:10,34.6667,138.95,39.11,94,100,17.25
312,Srem,PL,2022-02-09 18:48:10,52.0887,17.0151,47.17,81,100,14.18
313,Amapa,BR,2022-02-09 18:48:10,1.0,-52.0,82.85,75,100,2.75
314,Cairns,AU,2022-02-09 18:45:29,-16.9167,145.7667,73.06,96,45,2.3
315,Alexandria,EG,2022-02-09 18:48:11,31.2156,29.9553,55.36,67,40,14.97
316,Turukhansk,RU,2022-02-09 18:48:11,65.8167,87.9833,-23.08,98,27,7.2
317,Manggar,ID,2022-02-09 18:48:12,-2.8833,108.2667,76.46,88,100,5.68
318,Ojinaga,MX,2022-02-09 18:48:12,29.5667,-104.4167,65.57,28,0,0.0
319,Tigil,RU,2022-02-09 18:48:13,57.8,158.6667,-11.07,99,21,1.63
320,Tongling,CN,2022-02-09 18:48:13,30.95,117.7833,38.62,95,100,1.25
321,Tyret Pervaya,RU,2022-02-09 18:48:14,53.6703,102.3106,-8.34,97,99,6.98
322,Akdepe,TM,2022-02-09 18:48:14,42.0551,59.3788,30.29,75,5,10.56
323,Tiznit,MA,2022-02-09 18:48:14,29.5833,-9.5,65.82,23,5,8.12
324,Road Town,VG,2022-02-09 18:46:13,18.4167,-64.6167,78.89,78,75,13.8
325,Kualakapuas,ID,2022-02-09 18:48:15,-3.0091,114.3876,75.36,96,100,2.04
326,Urumita,CO,2022-02-09 18:48:15,10.5589,-73.0123,86.41,49,51,6.73
327,Kamaishi,JP,2022-02-09 18:48:16,39.2667,141.8833,34.74,69,100,2.21
328,Isla Vista,US,2022-02-09 18:44:09,34.4133,-119.861,84.27,23,0,1.01
329,San Diego De Los Banos,CU,2022-02-09 18:44:18,22.6467,-83.3697,72.3,81,89,10.6
330,Ahipara,NZ,2022-02-09 18:48:17,-35.1667,173.1667,72.18,89,69,10.45
331,Itaituba,BR,2022-02-09 18:48:17,-4.2761,-55.9836,89.76,62,40,4.61
332,Ibate,BR,2022-02-09 18:48:18,-21.9547,-47.9967,81.34,68,75,6.15
333,Kafanchan,NG,2022-02-09 18:48:18,9.5833,8.3,76.1,15,54,5.93
334,Stokmarknes,NO,2022-02-09 18:48:19,68.5646,14.9108,34.5,100,75,9.22
335,Neuquen,AR,2022-02-09 18:48:20,-38.9516,-68.0591,93.09,24,0,5.75
336,Muravlenko,RU,2022-02-09 18:48:20,63.7898,74.523,-10.03,93,27,10.31
337,Salalah,OM,2022-02-09 18:48:20,17.0151,54.0924,75.29,14,0,8.05
338,Bonthe,SL,2022-02-09 18:48:21,7.5264,-12.505,80.13,78,0,9.33
339,Stornoway,GB,2022-02-09 18:48:21,58.2093,-6.3865,35.92,82,40,17.27
340,Qasigiannguit,GL,2022-02-09 18:48:22,68.8193,-51.1922,12.45,69,100,17.45
341,Owando,CG,2022-02-09 18:48:22,-0.4819,15.8999,85.66,30,100,2.53
342,Jalu,LY,2022-02-09 18:48:23,29.0331,21.5482,54.81,42,6,8.28
343,Yar-Sale,RU,2022-02-09 18:48:23,66.8333,70.8333,1.99,95,22,13.33
344,Hailar,CN,2022-02-09 18:48:24,49.2,119.7,-9.98,100,100,2.93
345,Narsaq,GL,2022-02-09 18:48:24,60.9167,-46.05,14.22,70,85,9.26
346,Mezen,RU,2022-02-09 18:48:25,65.8522,44.24,19.83,93,100,11.34
347,Anjozorobe,MG,2022-02-09 18:48:25,-18.4,47.8667,70.12,97,76,4.43
348,Novominskaya,RU,2022-02-09 18:48:25,46.3163,38.9586,32.34,82,23,6.71
349,Westport,US,2022-02-09 18:48:26,41.1415,-73.3579,47.44,53,0,6.91
350,Ambilobe,MG,2022-02-09 18:48:26,-13.2,49.05,75.11,94,100,2.13
351,Kijang,KR,2022-02-09 18:48:26,35.2442,129.2139,38.93,57,100,5.32
352,Abha,SA,2022-02-09 18:48:27,18.2164,42.5053,58.82,77,0,5.75
353,Ahuimanu,US,2022-02-09 18:48:27,21.4447,-157.8378,77.45,73,75,5.75
354,Inongo,CD,2022-02-09 18:48:28,-1.95,18.2667,81.41,48,54,3.69
355,Payo,ID,2022-02-09 18:48:28,-3.7508,103.6372,71.87,85,99,1.66
356,Dryden,CA,2022-02-09 18:44:04,49.7833,-92.7503,14.29,73,100,12.66
357,North Bend,US,2022-02-09 18:44:22,43.4065,-124.2243,56.86,66,0,9.22
358,Playas,EC,2022-02-09 18:48:29,-2.6333,-80.3833,78.22,74,100,8.25
359,Iranshahr,IR,2022-02-09 18:48:30,27.2025,60.6848,57.54,21,0,4.61
360,Thinadhoo,MV,2022-02-09 18:48:30,0.5333,72.9333,82.26,73,12,12.08
361,Verkhnyaya Toyma,RU,2022-02-09 18:48:31,62.2349,44.9985,21.6,96,100,6.26
362,Iqaluit,CA,2022-02-09 18:47:04,63.7506,-68.5145,-16.31,62,20,12.66
363,Kuybyshevo,RU,2022-02-09 18:48:31,47.8123,38.9073,31.77,76,99,6.31
364,Redlands,US,2022-02-09 18:47:01,34.0556,-117.1825,81.01,13,0,4.61
365,Severo-Kurilsk,RU,2022-02-09 18:46:21,50.6789,156.125,31.3,89,100,18.14
366,Lasa,IT,2022-02-09 18:48:32,46.6166,10.7002,54.86,35,6,2.13
367,Aasiaat,GL,2022-02-09 18:48:33,68.7098,-52.8699,11.32,93,100,12.77
368,Macusani,PE,2022-02-09 18:48:33,-14.0833,-70.4333,42.15,91,100,4.97
369,Teguise,ES,2022-02-09 18:48:34,29.0605,-13.564,68.22,53,88,4.61
370,Asau,RO,2022-02-09 18:48:34,46.4333,26.4,38.32,89,13,6.44
371,Half Moon Bay,US,2022-02-09 18:45:37,37.4636,-122.4286,72.63,38,0,27.63
372,Esperance,AU,2022-02-09 18:48:35,-33.8667,121.9,58.84,83,5,8.99
373,Irbit,RU,2022-02-09 18:48:35,57.6705,63.071,8.62,95,38,7.02
374,Lander,US,2022-02-09 18:48:36,42.833,-108.7307,47.98,42,0,9.22
375,Hasaki,JP,2022-02-09 18:45:34,35.7333,140.8333,39.6,58,100,13.33
376,Marsa Matruh,EG,2022-02-09 18:48:37,31.3525,27.2453,54.68,58,86,21.99
377,Kungurtug,RU,2022-02-09 18:48:37,50.5994,97.5228,-13.59,100,100,0.67
378,Riberalta,BO,2022-02-09 18:48:37,-10.9833,-66.1,88.0,62,75,11.5
379,Live Oak,US,2022-02-09 18:48:38,36.9836,-121.9805,74.03,40,0,1.99
380,Saravan,AM,2022-02-09 18:48:39,39.7196,45.6483,30.85,80,5,6.22
381,Dauphin,CA,2022-02-09 18:48:40,51.1494,-100.0502,12.34,73,0,11.5
382,Hamilton,US,2022-02-09 18:48:40,39.1834,-84.5333,52.65,53,0,14.97
383,Magadan,RU,2022-02-09 18:48:40,59.5667,150.8,-3.24,76,100,4.92
384,Mahebourg,MU,2022-02-09 18:48:41,-20.4081,57.7,77.29,83,40,4.61
385,Sovetskiy,RU,2022-02-09 18:48:41,61.3614,63.5842,8.49,94,71,9.31
386,Dire,ML,2022-02-09 18:48:42,12.2833,-10.9667,87.84,10,72,4.34
387,Alofi,NU,2022-02-09 18:48:42,-19.0595,-169.9187,75.09,100,100,3.44
388,Padang,ID,2022-02-09 18:48:42,-0.9492,100.3543,74.71,66,100,8.79
389,Tambun,ID,2022-02-09 18:48:43,-6.2641,107.0712,81.48,77,100,8.34
390,Tezu,IN,2022-02-09 18:48:43,27.9167,96.1667,57.34,78,100,3.2
391,Pyay,MM,2022-02-09 18:48:44,18.8167,95.2167,64.69,29,10,3.78
392,Katunino,RU,2022-02-09 18:48:44,64.3862,40.6298,22.89,96,100,7.25
393,Nara,JP,2022-02-09 18:48:44,34.6851,135.8049,40.28,66,100,2.21
394,Santa Isabel Do Rio Negro,BR,2022-02-09 18:48:45,-0.4139,-65.0192,78.94,91,100,3.11
395,Rasht,IR,2022-02-09 18:48:45,37.2808,49.5832,53.42,58,0,4.61
396,Chimore,BO,2022-02-09 18:48:46,-16.9833,-65.1333,93.54,35,53,1.7
397,Along,IN,2022-02-09 18:48:46,28.1667,94.7667,52.83,91,100,1.5
398,Trat,TH,2022-02-09 18:48:47,12.5,102.5,84.97,90,100,1.07
399,Senanga,ZM,2022-02-09 18:48:47,-16.1167,23.2667,69.62,89,100,3.27
400,Malkara,TR,2022-02-09 18:48:47,40.89,26.9011,35.33,84,24,4.7
401,Mattru,SL,2022-02-09 18:48:48,7.6244,-11.8332,82.72,65,0,7.4
402,Qaqortoq,GL,2022-02-09 18:48:48,60.7167,-46.0333,14.5,70,76,9.28
403,Ola,RU,2022-02-09 18:48:49,59.5833,151.2833,-6.16,85,100,6.04
404,Yanam,IN,2022-02-09 18:48:50,16.7333,82.2167,67.48,82,27,2.15
405,High Level,CA,2022-02-09 18:45:05,58.5169,-117.136,5.11,85,100,5.75
406,Leshukonskoye,RU,2022-02-09 18:48:50,64.8989,45.7622,17.42,93,100,10.63
407,Lithgow,AU,2022-02-09 18:48:51,-33.4833,150.15,51.87,58,5,2.89
408,Gorom-Gorom,BF,2022-02-09 18:48:52,14.4439,-0.2361,81.37,9,0,10.2
409,Ippy,CF,2022-02-09 18:48:52,6.2679,21.2247,82.89,16,49,1.68
410,Kalininsk,RU,2022-02-09 18:48:52,51.5,44.4758,29.97,98,100,6.91
411,Nyurba,RU,2022-02-09 18:48:53,63.2842,118.3319,-30.84,100,100,1.03
412,Maceio,BR,2022-02-09 18:44:19,-9.6658,-35.7353,89.04,55,40,16.11
413,Luanda,AO,2022-02-09 18:48:18,-8.8368,13.2343,78.8,78,40,9.22
414,Mhlume,SZ,2022-02-09 18:48:53,-26.0333,31.85,81.63,88,27,2.51
415,Soligalich,RU,2022-02-09 18:48:54,59.0778,42.2864,24.67,95,100,6.4
416,Xuddur,SO,2022-02-09 18:48:54,4.1213,43.8894,77.5,23,58,12.53
417,Pevek,RU,2022-02-09 18:48:55,69.7008,170.3133,-31.9,99,100,5.5
418,Eureka,US,2022-02-09 18:48:55,40.8021,-124.1637,66.81,49,4,6.44
419,Kushiro,JP,2022-02-09 18:48:55,42.975,144.3747,16.54,83,15,4.18
420,Mount Isa,AU,2022-02-09 18:48:56,-20.7333,139.5,74.97,100,1,0.0
421,Vitim,RU,2022-02-09 18:48:56,59.4511,112.5578,-18.08,100,95,2.73
422,Sao Filipe,CV,2022-02-09 18:48:57,14.8961,-24.4956,76.87,60,7,4.92
423,Iluppur,IN,2022-02-09 18:48:57,10.5135,78.6236,72.75,81,72,4.99
424,Seoul,KR,2022-02-09 18:48:57,37.5683,126.9778,28.0,69,0,3.44
425,Anloga,GH,2022-02-09 18:48:58,5.7947,0.8973,84.42,81,5,11.95
426,Langfang,CN,2022-02-09 18:48:58,39.5097,116.6947,19.65,51,0,4.14
427,Paysandu,UY,2022-02-09 18:48:59,-32.3214,-58.0756,87.42,23,0,5.84
428,Guiratinga,BR,2022-02-09 18:48:59,-16.3494,-53.7583,72.9,90,100,4.94
429,Juneau,US,2022-02-09 18:47:20,58.3019,-134.4197,45.21,94,100,10.36
430,Mitu,CO,2022-02-09 18:49:00,1.1983,-70.1733,78.78,74,100,1.72
431,Basco,PH,2022-02-09 18:49:00,20.4487,121.9702,74.84,83,33,13.22
432,San-Pedro,CI,2022-02-09 18:49:01,4.7485,-6.6363,79.84,85,29,6.85
433,Tocopilla,CL,2022-02-09 18:49:01,-22.092,-70.1979,70.61,66,8,4.9
434,Ilhabela,BR,2022-02-09 18:49:01,-23.7781,-45.3581,75.9,82,42,5.82
435,Kungalv,SE,2022-02-09 18:49:02,57.871,11.9805,42.12,74,6,1.99
436,Akhtanizovskaya,RU,2022-02-09 18:49:02,45.32,37.1,36.07,74,17,10.09
437,Saint-Francois,FR,2022-02-09 18:49:03,46.4154,3.9054,44.42,65,0,2.3
438,Chiredzi,ZW,2022-02-09 18:49:03,-21.05,31.6667,80.76,42,15,4.0
439,Alikalia,SL,2022-02-09 18:49:03,9.1667,-11.4,82.06,20,34,3.71
440,Quatre Cocos,MU,2022-02-09 18:49:04,-20.2078,57.7625,77.11,78,19,7.87
441,Tieli,CN,2022-02-09 18:49:04,46.95,128.05,6.44,98,100,1.59
442,Sur,OM,2022-02-09 18:49:05,22.5667,59.5289,70.12,62,2,7.67
443,Ukiah,US,2022-02-09 18:49:05,39.1502,-123.2078,74.37,25,100,1.54
444,Matadi,CD,2022-02-09 18:49:06,-5.8167,13.45,80.29,70,11,5.26
445,Airai,TL,2022-02-09 18:49:06,-8.9266,125.4092,61.39,93,100,1.14
446,Byron Bay,AU,2022-02-09 18:49:06,-28.65,153.6167,66.87,86,6,5.41
447,Harper,LR,2022-02-09 18:49:07,4.375,-7.7169,79.83,84,100,7.99
448,Porbandar,IN,2022-02-09 18:49:07,21.6422,69.6093,69.12,66,0,11.59
449,Kraslava,LV,2022-02-09 18:49:08,55.8951,27.168,33.4,98,100,10.83
450,Saint-Augustin,CA,2022-02-09 18:49:08,51.226,-58.6502,31.53,82,100,19.57
451,Prince Rupert,CA,2022-02-09 18:45:36,54.3161,-130.3201,46.49,93,100,29.93
452,Berlevag,NO,2022-02-09 18:49:09,70.8578,29.0864,23.0,74,93,26.46
453,Bontang,ID,2022-02-09 18:49:09,0.1333,117.5,75.99,92,100,6.67
454,Sao Joao Da Barra,BR,2022-02-09 18:49:10,-21.6403,-41.0511,78.89,88,100,11.88
455,Ara,IN,2022-02-09 18:49:10,25.5667,84.6667,60.69,74,41,6.35
456,Kapuskasing,CA,2022-02-09 18:49:10,49.4169,-82.4331,26.69,93,100,9.22
457,Acajutla,SV,2022-02-09 18:49:11,13.5928,-89.8275,95.34,47,99,10.67
458,Maarianhamina,AX,2022-02-09 18:47:55,60.0973,19.9348,39.06,81,0,8.05
459,Ustikolina,BA,2022-02-09 18:49:12,43.5836,18.79,36.97,98,100,1.95
460,Acapulco,MX,2022-02-09 18:49:13,16.8634,-99.8901,84.02,58,0,2.3
461,Lethem,GY,2022-02-09 18:49:13,3.3803,-59.7968,93.25,55,40,13.8
462,Ahome,MX,2022-02-09 18:49:14,25.9167,-109.1833,76.93,29,38,5.7
463,Weatherford,US,2022-02-09 18:45:50,32.7593,-97.7972,68.31,18,5,4.0
464,Japura,ID,2022-02-09 18:49:14,-0.3167,102.35,71.06,98,100,2.46
465,Alta Floresta,BR,2022-02-09 18:49:15,-9.8756,-56.0861,85.82,66,40,10.36
466,Natal,BR,2022-02-09 18:49:15,-5.795,-35.2094,88.45,62,20,16.11
467,Miri,MY,2022-02-09 18:49:16,4.4148,114.0089,78.94,94,40,0.0
468,Yumen,CN,2022-02-09 18:49:16,40.2833,97.2,23.94,41,100,12.73
469,Grand Junction,US,2022-02-09 18:47:13,39.0639,-108.5507,49.21,35,0,1.99
470,Makakilo City,US,2022-02-09 18:49:17,21.3469,-158.0858,76.28,74,0,5.75
471,Dobryatino,RU,2022-02-09 18:49:17,55.5055,41.3195,18.46,98,99,3.94
472,Rodrigues Alves,BR,2022-02-09 18:49:17,-7.738,-72.6509,82.6,98,100,2.64
473,Glendive,US,2022-02-09 18:49:18,47.1053,-104.7125,37.02,70,100,9.22
474,Haines Junction,CA,2022-02-09 18:49:18,60.7522,-137.5108,35.55,93,34,6.91
475,Straumen,NO,2022-02-09 18:49:19,63.8709,11.2999,36.95,85,97,22.15
476,Penha,BR,2022-02-09 18:49:19,-26.7694,-48.6458,83.55,61,20,10.36
477,Kirando,TZ,2022-02-09 18:49:19,-7.4167,30.6,73.13,83,98,6.8
478,Korem,ET,2022-02-09 18:49:20,12.5058,39.5228,54.5,50,9,3.47
479,Kotar,IN,2022-02-09 18:49:20,24.7167,80.9833,62.98,64,98,6.53
480,Akureyri,IS,2022-02-09 18:49:21,65.6835,-18.0878,24.73,86,75,12.66
481,Tual,ID,2022-02-09 18:49:21,-5.6667,132.75,83.05,75,100,16.93
482,Pomabamba,PE,2022-02-09 18:49:22,-8.8333,-77.4667,61.95,53,88,5.88
483,Montepuez,MZ,2022-02-09 18:49:01,-13.1256,38.9997,70.65,96,100,2.01
484,Cherkasy,UA,2022-02-09 18:48:22,49.4285,32.0621,30.54,92,10,9.62
485,Piacabucu,BR,2022-02-09 18:49:23,-10.4056,-36.4344,84.16,63,96,12.88
486,Ketchikan,US,2022-02-09 18:49:24,55.3422,-131.6461,46.38,100,100,20.71
487,Bilibino,RU,2022-02-09 18:49:24,68.0546,166.4372,-35.21,100,87,0.89
488,Banepa,NP,2022-02-09 18:49:25,27.6298,85.5214,48.52,81,75,0.0
489,Verkhoyansk,RU,2022-02-09 18:49:25,67.5447,133.385,-45.71,100,80,0.38
490,Sherbrooke,CA,2022-02-09 18:45:10,45.4001,-71.8991,35.62,44,100,5.75
491,Pervomayskoye,RU,2022-02-09 18:49:26,43.919,46.7102,42.51,88,93,1.88
492,Bud,US,2022-02-09 18:49:26,39.447,-86.1758,51.42,55,88,12.15
493,Praia,CV,2022-02-09 18:49:27,14.9215,-23.5087,82.94,44,0,16.11
494,Imeni Babushkina,RU,2022-02-09 18:49:27,59.7573,43.1285,27.0,96,100,6.29
495,Inyonga,TZ,2022-02-09 18:49:27,-6.7167,32.0667,65.57,93,100,2.1
496,Agadez,NE,2022-02-09 18:49:28,19.75,10.25,66.16,10,0,7.27
497,Provost,CA,2022-02-09 18:45:36,52.3501,-110.2683,37.85,94,86,7.65
498,Mahenge,TZ,2022-02-09 18:49:28,-8.6833,36.7167,65.53,93,100,0.38
499,Aberdeen,GB,2022-02-09 18:47:07,57.1437,-2.0981,37.49,75,42,9.22
500,Micomeseng,GQ,2022-02-09 18:49:29,2.1462,10.6164,72.61,89,81,4.47
501,Oildale,US,2022-02-09 18:49:29,35.4197,-119.0195,78.82,52,0,0.0
502,Caninde,BR,2022-02-09 18:49:30,-4.3589,-39.3117,84.74,58,81,7.43
503,Santa Cruz,BO,2022-02-09 18:49:30,-17.8,-63.1667,91.45,33,75,11.5
504,Encruzilhada,BR,2022-02-09 18:49:30,-15.5314,-40.9094,83.66,52,26,6.17
505,Dali,CN,2022-02-09 18:49:31,25.7,100.1833,37.87,74,1,4.76
506,Gushikawa,JP,2022-02-09 18:49:31,26.3544,127.8686,62.6,89,20,5.75
507,San Lorenzo,PY,2022-02-09 18:49:32,-25.3333,-57.5333,92.59,26,0,5.99
508,Staunton,US,2022-02-09 18:49:32,38.1496,-79.0717,55.8,27,0,14.97
509,Mersin,TR,2022-02-09 18:49:33,36.862,34.6509,47.55,91,55,4.54
510,Zwedru,LR,2022-02-09 18:49:33,6.0667,-8.1281,87.12,35,87,4.61
511,Kenora,CA,2022-02-09 18:47:35,49.8167,-94.4337,17.58,79,100,15.01
512,Bastia,FR,2022-02-09 18:49:34,42.6667,9.3333,52.3,80,0,5.75
513,Adrar,MR,2022-02-09 18:49:34,20.5022,-10.0711,73.2,9,3,12.06
514,Bira,RU,2022-02-09 18:49:35,49.0,132.4667,0.7,98,100,1.5
515,Avera,US,2022-02-09 18:49:35,33.194,-82.5271,60.39,34,0,5.97
516,Raga,SS,2022-02-09 18:49:36,8.4596,25.678,77.54,20,71,3.44
517,Hami,CN,2022-02-09 18:49:36,42.8,93.45,26.83,38,100,1.61
518,Port Shepstone,ZA,2022-02-09 18:46:10,-30.7414,30.455,77.05,86,100,10.58
519,Wucheng,CN,2022-02-09 18:49:37,29.6008,118.175,38.73,98,100,0.65
520,Khuzdar,PK,2022-02-09 18:49:37,27.7384,66.6434,50.43,29,0,4.68
521,Yokadouma,CM,2022-02-09 18:49:37,3.5167,15.05,75.31,23,97,2.75
522,Sibut,CF,2022-02-09 18:49:38,5.718,19.0739,81.99,17,11,3.89
523,Port Blair,IN,2022-02-09 18:49:38,11.6667,92.75,78.84,78,20,5.75
524,Bodrum,TR,2022-02-09 18:49:39,37.0383,27.4292,45.88,64,0,19.3
525,Faratsiho,MG,2022-02-09 18:49:39,-19.4,46.95,61.47,95,100,3.96
526,Sao Marcos,BR,2022-02-09 18:49:40,-28.9711,-51.0681,81.19,25,7,4.5
527,Pacific Grove,US,2022-02-09 18:49:40,36.6177,-121.9166,73.81,50,0,8.01
528,Kununurra,AU,2022-02-09 18:49:41,-15.7667,128.7333,76.98,100,60,3.44
529,Ulaangom,MN,2022-02-09 18:49:41,49.9811,92.0667,-16.62,99,99,0.58
530,Yerbogachen,RU,2022-02-09 18:49:41,61.2767,108.0108,-32.8,100,65,2.82
531,Sale,MA,2022-02-09 18:49:42,34.0389,-6.8166,64.42,72,0,4.61
532,Kelso,US,2022-02-09 18:49:42,46.1468,-122.9084,51.87,91,100,1.01
533,Tambopata,PE,2022-02-09 18:49:43,-12.7333,-69.1833,89.49,55,40,5.75
534,Magdagachi,RU,2022-02-09 18:49:43,53.45,125.8,-5.22,98,91,2.95
535,Bongandanga,CD,2022-02-09 18:49:44,1.5,21.05,79.16,29,100,0.92
536,Lovozero,RU,2022-02-09 18:49:44,68.005,35.0117,12.31,95,70,8.46
537,Muros,ES,2022-02-09 18:49:44,42.7762,-9.0603,57.7,85,1,5.86
538,Bo Phloi,TH,2022-02-09 18:49:45,14.3236,99.5161,83.32,67,67,2.13
539,Mehamn,NO,2022-02-09 18:49:45,71.0357,27.8492,26.78,74,0,28.77
540,Rajur,IN,2022-02-09 18:49:46,20.1167,78.9167,76.75,51,43,2.98
541,Mackay,AU,2022-02-09 18:49:46,-21.15,149.2,70.68,94,7,4.61
542,Mersing,MY,2022-02-09 18:49:46,2.4312,103.8405,75.11,100,100,3.44
543,Senneterre,CA,2022-02-09 18:49:47,48.3835,-77.2328,23.22,94,100,11.27
544,Keti Bandar,PK,2022-02-09 18:49:47,24.1447,67.4497,70.97,65,0,7.09
545,Coos Bay,US,2022-02-09 18:48:57,43.3665,-124.2179,58.23,83,0,9.22
546,Zhezkazgan,KZ,2022-02-09 18:49:48,47.8043,67.7144,16.41,98,99,2.51
547,Antofagasta,CL,2022-02-09 18:45:41,-23.65,-70.4,72.21,66,38,8.63
548,Weligama,LK,2022-02-09 18:49:48,5.9667,80.4167,76.5,81,100,3.98
549,Tumen,CN,2022-02-09 18:49:49,42.9661,129.8425,13.35,95,90,2.17
550,Tabatinga,BR,2022-02-09 18:49:49,-4.2525,-69.9381,84.29,74,40,5.75
551,Hudson Bay,CA,2022-02-09 18:49:49,52.85,-102.3842,12.15,84,78,1.57
552,Kidal,ML,2022-02-09 18:49:50,18.4411,1.4078,75.67,6,0,6.78
553,Camargo,MX,2022-02-09 18:49:50,27.6667,-105.1667,59.14,19,6,1.19
554,Laguna,US,2022-02-09 18:49:51,38.421,-121.4238,73.96,66,0,1.01
555,Sovik,NO,2022-02-09 18:49:51,65.9333,12.4667,33.91,93,75,16.11
556,Shieli,KZ,2022-02-09 18:49:51,44.1667,66.75,32.47,83,100,7.34
557,Okhotsk,RU,2022-02-09 18:49:52,59.3833,143.3,7.3,81,100,7.94
558,Indramayu,ID,2022-02-09 18:49:52,-6.3264,108.32,77.72,84,100,5.86
559,Blitar,ID,2022-02-09 18:49:53,-8.0983,112.1681,73.35,91,100,2.62
